,track_id,base_name,frame,xc,yc,w,h,class_id,u_dot,v_dot,s_dot,p_value
41,1,0001_vid,112,0.332750747,0.57805961,0.160085044,0.12942933,0,7.925426714,5.504812408,354.3549944,0.879717
42,1,0001_vid,113,0.332733769,0.578094209,0.161505061,0.131834846,0,7.208131219,5.011010779,363.6230376,0.880598
43,1,0001_vid,114,0.335055077,0.581288925,0.162403533,0.131262608,0,6.829115623,4.839021145,355.4215013,0.876164
44,1,0001_vid,115,0.336515289,0.586367026,0.165497772,0.127719948,0,6.383619129,4.847764934,341.31241,0.857432
45,1,0001_vid,116,0.343200765,0.586116565,0.170000401,0.126480168,0,6.589428737,4.388347338,344.104384,0.878955
46,1,0001_vid,117,0.351873862,0.58452246,0.164231541,0.119384252,0,7.009096063,3.852557488,280.544184,0.775797
47,1,0001_vid,118,0.360789855,0.58713694,0.155391623,0.115583515,0,7.419285791,3.734239978,226.8128275,0.806855
48,1,0001_vid,119,0.366764957,0.583635498,0.149898544,0.120333489,0,7.448559799,3.090227088,223.9078342,0.887188
49,1,0001_vid,120,0.371869573,0.580846681,0.147794637,0.128533386,0,7.37340397,2.566832368,245.5462716,0.899915
50,1,0001_vid,121,0.386720263,0.580699593,0.14202434,0.137145122,0,8.444639677,2.322343625,253.3433652,0.864651
51,1,0001_vid,122,0.399970226,0.567797507,0.135869348,0.144018186,0,9.232038851,0.981352491,250.3635582,0.866044
52,1,0001_vid,123,0.404527699,0.546382496,0.135195748,0.152912635,0,8.932003225,-0.985176896,274.2104801,0.773689
53,1,0001_vid,124,0.412326873,0.525485177,0.132431507,0.159492352,0,9.038077551,-2.728866049,280.1862872,0.883626
54,1,0001_vid,125,0.427909739,0.51290806,0.125554021,0.16654629,0,10.04468532,-3.585598863,269.1461691,0.888029
55,1,0001_vid,126,0.445930758,0.497153363,0.118129263,0.17344833,0,11.24554871,-4.643682929,253.2351948,0.855356
56,1,0001_vid,127,0.455277259,0.474849437,0.11464758,0.181264931,0,11.32381457,-6.180618833,255.4869563,0.780003
57,1,0001_vid,128,0.461060857,0.446407275,0.113075446,0.18469608,0,10.97843586,-8.117161405,253.0601156,0.854601
58,1,0001_vid,129,0.465998051,0.423417688,0.114886154,0.187264173,0,10.5652544,-9.400841963,263.3305189,0.875391
59,1,0001_vid,130,0.475158282,0.400201992,0.112827135,0.19095947,0,10.6831148,-10.58853596,259.1324676,0.754843
60,1,0001_vid,131,0.492224807,0.38164483,0.109011371,0.195498131,0,11.7147561,-11.26056521,248.8897875,0.818126
61,1,0001_vid,132,0.503209857,0.362872659,0.105471742,0.196493936,0,11.9422712,-11.89081894,230.8559072,0.842406
62,1,0001_vid,133,0.512121218,0.34236199,0.105520844,0.200418402,0,11.90680276,-12.61666224,236.3115516,0.79748
63,1,0001_vid,134,0.51797541,0.32154952,0.106567266,0.20228802,0,11.51708784,-13.30348641,241.2687851,0.837168
64,1,0001_vid,135,0.523177278,0.305012695,0.112022069,0.210264481,0,11.086262,-13.55341383,281.1919277,0.81135
65,1,0001_vid,136,0.528897911,0.287428612,0.113212271,0.208241965,0,10.75495835,-13.87262789,276.7813451,0.872459
66,1,0001_vid,137,0.537596444,0.269456367,0.113023548,0.20476,0,10.80172109,-14.19708136,262.6991047,0.86573
67,1,0001_vid,138,0.542138556,0.259072901,0.114559226,0.204573178,0,10.35829515,-13.82680203,264.5013512,0.822112
68,1,0001_vid,139,0.546871371,0.247876428,0.114204286,0.206356123,0,9.977170649,-13.56122072,262.8366004,0.854457
69,1,0001_vid,140,0.549419264,0.238039242,0.114411463,0.209898608,0,9.374968403,-13.20040323,267.8275512,0.836574
70,1,0001_vid,141,0.55467711,0.228708417,0.114096543,0.211919845,0,9.143942798,-12.82773461,266.8358648,0.847552
71,1,0001_vid,142,0.558454933,0.221236995,0.112559469,0.211975818,0,8.760715164,-12.32563563,255.9988984,0.851913
72,1,0001_vid,143,0.56394618,0.207739232,0.108820231,0.204632451,0,8.612394589,-12.39728433,219.7673672,0.91715
73,1,0001_vid,144,0.568331243,0.20168577,0.105937965,0.201357814,0,8.348119708,-11.80967807,197.5676872,0.889494
74,1,0001_vid,145,0.571293189,0.195428412,0.105969115,0.197308878,0,7.941295928,-11.29296315,186.1034969,0.858424
75,1,0001_vid,146,0.573220318,0.190418156,0.106403253,0.193477838,0,7.450183383,-10.7135058,176.9042561,0.847089
76,1,0001_vid,147,0.573253479,0.189558263,0.107530675,0.193087696,0,6.781934429,-9.822379537,177.5976405,0.856227
77,1,0001_vid,148,0.572834005,0.189913639,0.10941222,0.192517173,0,6.121050055,-8.905080279,180.6701488,0.869395
78,1,0001_vid,149,0.571503933,0.189021289,0.112066733,0.193323742,0,5.413321178,-8.179949301,189.3901903,0.851444
79,1,0001_vid,150,0.570600811,0.188970508,0.115079707,0.195111045,0,4.819359746,-7.446439571,201.4246381,0.848131
80,1,0001_vid,151,0.571135903,0.186527119,0.117722484,0.190863404,0,4.447139164,-6.988912046,198.7257873,0.888086
81,1,0001_vid,152,0.575252741,0.186514461,0.120939046,0.185956055,0,4.527276492,-6.359510105,196.1796447,0.793744
82,1,0001_vid,153,0.583756935,0.179345059,0.122584663,0.173576967,0,5.113153685,-6.414465104,171.0428975,0.834394
83,1,0001_vid,154,0.588376617,0.168440218,0.125402813,0.153226371,0,5.191998374,-6.792022847,130.9530477,0.704163
84,1,0001_vid,155,0.590252269,0.165528711,0.129955291,0.137526964,0,4.942898075,-6.434583482,104.7882646,0.641012
85,1,0001_vid,156,0.590585071,0.161287055,0.134779015,0.125025709,0,4.535880629,-6.226031628,84.96547866,0.70721
86,1,0001_vid,157,0.594621738,0.157874472,0.143186771,0.11255769,0,4.59863855,-5.963593194,70.69418961,0.742478
87,1,0001_vid,158,0.598810593,0.156112005,0.151384476,0.103923019,0,4.673528445,-5.580132186,62.90925994,0.794721
88,1,0001_vid,159,0.599780839,0.157988652,0.1552205,0.100961656,0,4.365342421,-4.912151678,60.96320278,0.721012
89,1,0001_vid,160,0.603057639,0.157534556,0.149997629,0.103200304,0,4.354641884,-4.508816562,56.78578485,0.816467
90,1,0001_vid,161,0.610238454,0.157857255,0.138598284,0.107887205,0,4.801364101,-4.073751611,46.8985192,0.85794
91,1,0001_vid,162,0.614360977,0.157117026,0.128604775,0.116113149,0,4.850209382,-3.771144569,45.91125077,0.852754
92,1,0001_vid,163,0.620087538,0.159990808,0.11520638,0.124663014,0,5.082192095,-3.178925099,35.55817898,0.793775
93,1,0001_vid,164,0.620373228,0.160863887,0.108376738,0.13606662,0,4.657099855,-2.815574809,41.59218564,0.795312
94,1,0001_vid,165,0.627160587,0.164655496,0.099196639,0.147404684,0,5.030532517,-2.229078833,38.94326808,0.732486
95,1,0001_vid,166,0.634654318,0.1742423,0.088085773,0.158451888,0,5.452864624,-1.187313551,27.31352113,0.7771
96,1,0001_vid,167,0.638123407,0.179620545,0.08067294,0.172228973,0,5.366534684,-0.608580747,25.904292,0.755783
97,1,0001_vid,168,0.640815788,0.183036719,0.072632255,0.183437418,0,5.197180426,-0.254112772,16.14066481,0.736584
98,1,0001_vid,169,0.644223943,0.190730948,0.066557357,0.194133768,0,5.126792735,0.443519003,9.325258668,0.716906
99,1,0001_vid,170,0.645387809,0.202382996,0.062398349,0.204055023,0,4.800353158,1.425274223,6.1316579,0.717692
100,1,0001_vid,171,0.645452895,0.207113336,0.060355705,0.213817484,0,4.374894235,1.711495061,8.84943538,0.737836
101,1,0001_vid,172,0.64611705,0.210536521,0.059365773,0.220282083,0,4.057861682,1.857269762,11.51224429,0.758978
102,1,0001_vid,173,0.646514687,0.214463489,0.058385866,0.224694445,0,3.738269158,2.034069953,12.03556069,0.75554
103,1,0001_vid,174,0.646063003,0.21891264,0.057709197,0.230901817,0,3.348206609,2.240710246,15.17237289,0.807551
104,1,0001_vid,175,0.641267553,0.22724819,0.060950187,0.229085461,0,2.485460888,2.76950638,25.09966191,0.756081
105,1,0001_vid,176,0.637608713,0.238054973,0.065749245,0.219007958,0,1.833441023,3.467299057,31.68044602,0.837706
106,1,0001_vid,177,0.633645237,0.248436502,0.075203327,0.208226143,0,1.204625869,4.064849071,51.06911329,0.896408
107,1,0001_vid,178,0.6305898,0.257962103,0.085447552,0.199772795,0,0.738707694,4.533434273,72.48154838,0.86646
108,1,0001_vid,179,0.628901286,0.277893909,0.097858275,0.185925477,0,0.47464347,5.87226543,89.06890457,0.855458
109,1,0001_vid,180,0.627236429,0.295701728,0.110927859,0.17735058,0,0.237167973,6.904060111,110.8591746,0.82234
110,1,0001_vid,181,0.607701259,0.309639576,0.116728745,0.172703466,0,-2.068279722,7.503412808,116.9945239,0.912855
111,1,0001_vid,182,0.592495166,0.315025967,0.120673748,0.172496199,0,-3.659583596,7.298817245,125.6327217,0.890159
112,1,0001_vid,183,0.579234642,0.332273484,0.124962342,0.16658065,0,-4.879850483,8.152781284,124.1189286,0.799301
113,1,0001_vid,184,0.569771905,0.35972465,0.133638762,0.155382293,0,-5.545992648,9.824461757,121.8436787,0.739089
114,1,0001_vid,185,0.558500147,0.37589361,0.145083509,0.152322681,0,-6.363548773,10.35599355,140.5682787,0.823463
115,1,0001_vid,186,0.535475817,0.386732766,0.148090947,0.15142555,0,-8.481458458,10.37220227,143.7868787,0.886477
116,1,0001_vid,187,0.516841986,0.395538365,0.148689577,0.154426748,0,-9.894961916,10.20862624,150.1288406,0.814009
117,1,0001_vid,188,0.500423826,0.412307626,0.150303233,0.152943916,0,-10.92188844,10.75814057,148.741479,0.864227
118,1,0001_vid,189,0.487901347,0.427056054,0.154019653,0.151249636,0,-11.40068695,11.08087319,151.5595003,0.78988
119,1,0001_vid,190,0.473098768,0.444045512,0.156501663,0.150967834,0,-12.10287925,11.57100601,154.6868177,0.903913
120,1,0001_vid,191,0.45543004,0.459521718,0.155573454,0.149051116,0,-13.07683266,11.88422398,146.401772,0.839091
121,1,0001_vid,192,0.441732275,0.468698705,0.156775598,0.14850134,0,-13.49863509,11.61680635,146.0600794,0.79579
122,1,0001_vid,193,0.427041201,0.478841965,0.156629625,0.150051409,0,-13.99852171,11.45824643,147.6012798,0.889089
123,1,0001_vid,194,0.41702222,0.487343675,0.156848107,0.153639722,0,-13.9070497,11.17004375,154.5875712,0.893086
124,1,0001_vid,195,0.404752754,0.499595886,0.155287151,0.159250029,0,-14.0869565,11.2367229,161.9890359,0.810463
125,1,0001_vid,196,0.394652923,0.508237958,0.155668108,0.165493883,0,-13.99695921,10.98081358,175.0978264,0.858498
126,1,0001_vid,197,0.382355006,0.517527786,0.153375241,0.168701129,0,-14.1720813,10.80479302,174.7142774,0.839155
127,1,0001_vid,198,0.369474703,0.528750375,0.149069772,0.169477688,0,-14.39949704,10.81413612,163.9228414,0.868049
128,1,0001_vid,199,0.354867311,0.540709207,0.143934786,0.164738106,0,-14.80832742,10.88719737,139.7684849,0.89167
129,1,0001_vid,200,0.343894864,0.539175035,0.144958866,0.166964739,0,-14.7552772,9.770466325,145.2135797,0.746786
130,1,0001_vid,201,0.332291774,0.545633662,0.143089213,0.157497157,0,-14.78074762,9.455370556,119.7919511,0.833557
131,1,0001_vid,202,0.325235118,0.556831642,0.143632571,0.142884791,0,-14.27235131,9.584295184,89.81007518,0.744711
132,1,0001_vid,203,0.319395696,0.566138287,0.149278394,0.124627422,0,-13.66750162,9.535737622,61.59596562,0.747773
133,1,0001_vid,204,0.314256559,0.572709492,0.153068523,0.112430506,0,-13.0353417,9.251690116,41.19074469,0.787554
134,1,0001_vid,205,0.309871195,0.575895993,0.156387007,0.106096379,0,-12.37208162,8.696463654,32.02658761,0.787911
135,1,0001_vid,206,0.301221478,0.574787826,0.157600447,0.104962228,0,-12.26724629,7.814728198,30.96650066,0.659911
136,1,0001_vid,207,0.298499278,0.575432289,0.160390931,0.105331117,0,-11.47882371,7.166227452,35.55637696,0.694813
137,1,0001_vid,208,0.288948596,0.572737413,0.162793154,0.107860963,0,-11.55991524,6.283405271,44.45509074,0.726701
138,1,0001_vid,209,0.280070759,0.569471303,0.162967941,0.111224468,0,-11.55502212,5.430136368,51.86715546,0.617262
139,1,0001_vid,210,0.272960423,0.561987349,0.162940019,0.116283884,0,-11.34391419,4.283983415,62.71339066,0.795048
140,1,0001_vid,211,0.27004539,0.554614585,0.162003775,0.123194605,0,-10.6613369,3.250982026,76.03918163,0.858142
141,1,0001_vid,212,0.266193951,0.547992063,0.157597174,0.12843643,0,-10.14982369,2.376962568,79.12206955,0.893174
142,1,0001_vid,213,0.261467,0.538328402,0.151240521,0.135130355,0,-9.78682193,1.315116305,80.95948585,0.838855
143,1,0001_vid,214,0.25538957,0.533588229,0.145010336,0.142756402,0,-9.614466611,0.780806086,83.7084558,0.813589
144,1,0001_vid,215,0.248540394,0.528729236,0.134783112,0.150589346,0,-9.547893084,0.284279902,77.24435512,0.810553
145,1,0001_vid,216,0.240386885,0.529889048,0.126222619,0.158951578,0,-9.639828196,0.360337258,73.2034684,0.846087
146,1,0001_vid,217,0.226700593,0.532333768,0.119621805,0.169947245,0,-10.37036201,0.542206427,76.0467769,0.851776
147,1,0001_vid,218,0.222763037,0.521827195,0.114676431,0.177775269,0,-9.895168049,-0.428030314,76.00406966,0.872936
148,1,0001_vid,219,0.223790978,0.5050704,0.112629878,0.181095342,0,-8.882278567,-1.858818006,75.32058602,0.887083
149,1,0001_vid,220,0.222403836,0.490347294,0.112852957,0.185122646,0,-8.243139421,-2.982191656,81.22932302,0.871554
150,1,0001_vid,221,0.214536068,0.474088317,0.105764766,0.186985995,0,-8.419375249,-4.138899366,65.24393609,0.836619
151,1,0001_vid,222,0.205712018,0.462994722,0.097941483,0.194525255,0,-8.691520386,-4.738301347,54.74640829,0.728437
152,1,0001_vid,223,0.197035181,0.452213162,0.093908727,0.202859804,0,-8.921901366,-5.256265418,54.13575687,0.795397
153,1,0001_vid,224,0.19320627,0.437202515,0.091417151,0.208158505,0,-8.564679108,-6.098349266,53.27338266,0.839832
154,1,0001_vid,225,0.192477291,0.417920907,0.091219352,0.211242553,0,-7.877240006,-7.238984143,55.93334209,0.855675
155,1,0001_vid,226,0.19240839,0.398394402,0.090192303,0.211566211,0,-7.174642647,-8.298190418,52.81813116,0.835788
156,1,0001_vid,227,0.191313023,0.38149963,0.088386269,0.21203311,0,-6.655445276,-9.031062786,47.691874,0.835691
157,1,0001_vid,228,0.188552749,0.368992894,0.084527815,0.212029871,0,-6.377748665,-9.313031586,36.24504326,0.769029
158,1,0001_vid,229,0.185402093,0.354475364,0.078128724,0.21319673,0,-6.170748116,-9.7458887,18.97175968,0.770581
159,1,0001_vid,230,0.181844987,0.339541798,0.073112414,0.217862553,0,-6.029944505,-10.1761774,9.068932253,0.667158
160,1,0001_vid,231,0.180144188,0.327488049,0.069379595,0.218984344,0,-5.684804229,-10.3151161,-0.806477449,0.738534
161,1,0001_vid,232,0.177127207,0.317881509,0.06669784,0.22280054,0,-5.524689077,-10.22692462,-5.215239322,0.75052
162,1,0001_vid,233,0.173855984,0.307189567,0.065752696,0.222851263,0,-5.408744949,-10.24186824,-7.907139587,0.67328
163,1,0001_vid,234,0.174263471,0.291717698,0.064218573,0.223106782,0,-4.873146096,-10.67461541,-12.13084981,0.763483
164,1,0001_vid,235,0.176563376,0.278804355,0.062271466,0.225278073,0,-4.164605477,-10.84396477,-15.95650658,0.773109
165,1,0001_vid,236,0.179314909,0.265865382,0.060620626,0.224599583,0,-3.467182197,-11.00028357,-21.23759283,0.706336
166,1,0001_vid,237,0.182219539,0.254937249,0.059639256,0.220488438,0,-2.814777637,-10.96616948,-27.14781666,0.78672
167,1,0001_vid,238,0.183906306,0.248805731,0.060596908,0.218833432,0,-2.363622827,-10.51451796,-25.40645078,0.809347
168,1,0001_vid,239,0.184864508,0.241465205,0.062351996,0.218285846,0,-2.038353172,-10.20963045,-20.54645269,0.82532
169,1,0001_vid,240,0.185032076,0.234660267,0.065112013,0.217641569,0,-1.834869026,-9.885283052,-12.98255595,0.822261
170,1,0001_vid,241,0.181617994,0.233422124,0.067574865,0.212434009,0,-2.068508814,-9.102044899,-10.4366952,0.827461
171,1,0001_vid,242,0.181881646,0.23226455,0.068505958,0.20870136,0,-1.85106998,-8.382402287,-11.08564073,0.828814
172,1,0001_vid,243,0.183795049,0.231447859,0.06896099,0.206091988,0,-1.460358875,-7.697790889,-12.0804277,0.825264
173,1,0001_vid,244,0.187838336,0.231072586,0.070765507,0.204499022,0,-0.855870067,-7.036234525,-8.575476911,0.834246
174,1,0001_vid,245,0.192930691,0.224797021,0.075890387,0.201696223,0,-0.183258964,-6.951757584,2.392716018,0.839749
175,1,0001_vid,246,0.197145097,0.218618588,0.081947583,0.199850055,0,0.3260221,-6.866384261,16.29173691,0.829565
176,1,0001_vid,247,0.197232331,0.204076923,0.090179614,0.201112509,0,0.306809131,-7.522084613,38.97587632,0.772002
177,1,0001_vid,248,0.194234184,0.182673896,0.098751886,0.196319747,0,-0.07141319,-8.720302949,54.80283689,0.850058
178,1,0001_vid,249,0.192336985,0.161382454,0.109823713,0.195361867,0,-0.286790998,-9.800637846,81.04561091,0.856415
179,1,0001_vid,250,0.205980515,0.146890283,0.109661728,0.193611918,0,1.334283146,-10.18728135,77.31903251,0.903654
180,1,0001_vid,251,0.218202666,0.138700477,0.109238341,0.198578815,0,2.642922777,-9.986389188,82.48090765,0.762005
181,1,0001_vid,252,0.22808487,0.126860962,0.10910417,0.202598645,0,3.559915716,-10.12366363,86.95549495,0.820456
182,1,0001_vid,253,0.237050184,0.109603359,0.109562411,0.20199894,0,4.286978541,-10.72366571,86.41502366,0.903616
183,1,0001_vid,254,0.24211974,0.09668252,0.11142873,0.197320657,0,4.49295667,-10.8892473,83.67142697,0.860682
184,1,0001_vid,255,0.246956778,0.086765305,0.114120625,0.190811679,0,4.653166274,-10.77650307,80.0918939,0.8484
185,1,0001_vid,256,0.250441935,0.077317944,0.116125162,0.180565046,0,4.64086055,-10.63272866,68.89136102,0.826988
186,1,0001_vid,257,0.254922746,0.07006012,0.117909125,0.169616709,0,4.746076874,-10.30992453,55.74328327,0.694918
187,1,0001_vid,258,0.257262018,0.064297754,0.118607707,0.159030648,0,4.591412249,-9.88510594,40.58231082,0.656021
188,1,0001_vid,259,0.2567728,0.061442067,0.121244392,0.150431494,0,4.119994012,-9.243726083,32.17813192,0.63983
189,1,0001_vid,260,0.259247373,0.059672388,0.12372157,0.142932981,0,4.037631528,-8.56497701,24.74109088,0.571076
190,1,0001_vid,261,0.258824469,0.057285251,0.121827715,0.136991018,0,3.6239265,-8.001606855,11.76243522,0.54332
191,1,0001_vid,262,0.25705595,0.055650319,0.121221318,0.131706685,0,3.090215097,-7.423100863,2.391470859,0.699293
192,1,0001_vid,263,0.25730686,0.054617716,0.120700061,0.12733781,0,2.84076466,-6.843967243,-5.245253722,0.655738
193,1,0001_vid,264,0.258838776,0.054130249,0.121519012,0.123840579,1,2.763593658,-6.269277677,-9.284763911,0.426222
194,1,0001_vid,265,0.267159307,0.051814965,0.113070598,0.120040809,0,3.487109458,-5.906715637,-28.00941857,0.691221
195,1,0001_vid,266,0.268476786,0.045094918,0.10477812,0.112017467,1,3.326555865,-5.963115921,-51.11765432,0.387677
196,1,0001_vid,267,0.25780674,0.040391526,0.090819393,0.106233846,1,1.77890589,-5.837587657,-77.19067836,0.38824
197,2,0001_vid,273,0.37217737,0.022976884,0.137996183,0.04484827,1,7.122091456,2.000944551,941.1828471,0.358217
198,2,0001_vid,274,0.382214083,0.025570198,0.137445192,0.047812802,0,9.242654285,2.188214742,792.3010821,0.608792
199,2,0001_vid,275,0.388151141,0.028550276,0.14044077,0.052155546,0,8.817357368,2.382817423,833.2546614,0.643556
200,2,0001_vid,276,0.398336688,0.030903526,0.143404507,0.056417893,0,9.790070505,2.361633211,861.9473474,0.550569
201,2,0001_vid,277,0.408562471,0.035916039,0.147151352,0.062992002,1,10.43867607,2.831906841,977.9617197,0.54903
202,2,0001_vid,278,0.413210004,0.03830556,0.149970289,0.068358025,0,9.716573801,2.748617583,1019.917091,0.584668
203,2,0001_vid,279,0.421368321,0.041146203,0.156494545,0.074530611,1,9.842135944,2.750448031,1127.936553,0.587955
204,2,0001_vid,280,0.42847735,0.043806707,0.161176145,0.080226476,0,9.757787616,2.728391177,1187.283073,0.68239
205,2,0001_vid,281,0.434942376,0.046057879,0.167418714,0.085706827,0,9.585687144,2.660972949,1255.624986,0.702276
206,2,0001_vid,282,0.442969341,0.049528076,0.174573871,0.092093361,0,9.681838664,2.74474732,1350.88021,0.839928
207,2,0001_vid,283,0.448001126,0.052429547,0.185288791,0.098552035,0,9.327466565,2.753210479,1483.049604,0.764313
208,2,0001_vid,284,0.453191741,0.054096601,0.190709727,0.103222875,0,9.047169604,2.631103707,1510.136944,0.851692
209,2,0001_vid,285,0.458197451,0.05767625,0.196864324,0.109243546,0,8.780013001,2.719640247,1572.987798,0.879158
210,2,0001_vid,286,0.463396295,0.060960953,0.200535383,0.115078633,0,8.572418947,2.7677283,1603.279369,0.888374
211,2,0001_vid,287,0.470449804,0.063793687,0.198750072,0.119696659,0,8.629010873,2.766304794,1554.147505,0.877546
212,2,0001_vid,288,0.475167539,0.066792397,0.193529579,0.124851362,0,8.383251374,2.78081108,1483.384085,0.838273
213,2,0001_vid,289,0.480269735,0.07120265,0.182515941,0.125835217,0,8.21269361,2.925859446,1299.890182,0.830609
214,2,0001_vid,290,0.484007378,0.073784939,0.174155597,0.128344936,0,7.892063561,2.88627695,1179.675451,0.890554
215,2,0001_vid,291,0.486981816,0.073315597,0.170335425,0.133051157,0,7.511527821,2.571223241,1136.462733,0.895041
216,2,0001_vid,292,0.48967738,0.073043071,0.168941584,0.137320361,0,7.135797656,2.306017924,1112.412431,0.891518
217,2,0001_vid,293,0.490763152,0.073192103,0.167955097,0.140766289,0,6.603593402,2.105241117,1084.926131,0.902079
218,2,0001_vid,294,0.491250654,0.072836544,0.165477442,0.142902502,0,6.051751358,1.878763072,1033.835487,0.88096
219,2,0001_vid,295,0.493795397,0.073305997,0.16226599,0.144931077,0,5.798389708,1.747889348,979.6116249,0.911892
220,2,0001_vid,296,0.49864433,0.074767149,0.161242704,0.147601601,0,5.842929112,1.717851216,952.5278642,0.896855
221,2,0001_vid,297,0.502100799,0.076607424,0.160689571,0.150663639,0,5.718305925,1.724331881,934.3767197,0.908573
222,2,0001_vid,298,0.50377007,0.077583679,0.158775726,0.151421551,0,5.394126411,1.653620863,888.4412044,0.919887
223,2,0001_vid,299,0.506782884,0.076216666,0.155129024,0.152145492,0,5.258560287,1.382186821,832.7381745,0.903183
224,2,0001_vid,300,0.514344209,0.072957849,0.153721202,0.150382802,0,5.671182802,0.96876104,778.9470497,0.879629
