-6.554634117320531361e-01,-2.324489625487543287e-01,-2.555256618817260406e-01
-1.433599520350860690e+00,2.183657721076119884e+00,1.444535892007909439e+00
1.874530016372044916e-01,-3.992699048759197344e-01,-3.093239192599265275e-01
2.284852370901618634e+00,-2.098279630452606903e-02,-4.509209649074349402e-01
-8.464045514341421439e-02,-7.426814030558704927e-01,-6.793537790798059861e-02
2.331555209388321837e-01,-2.804859586880977806e-01,-6.399847234401818685e-01
-4.771423247799466139e-01,-1.508476935805405927e-01,-6.514447161177041590e-01
-3.253660603253608397e+00,-1.702702158445403360e-02,1.007327901071193965e+00
-4.780753315720853713e-01,-1.253774510692193256e-01,-8.152805900951654028e-01
7.694477666742616240e-01,7.868816062447940851e-01,-1.239412342649217846e+00
-1.198564750445394900e+00,-5.858551280329935551e-01,-4.946074880319153433e-01
-1.081285946263503162e+00,1.299931447997630836e-02,5.040305094477444403e-02
-7.074934242927974903e-01,-1.037494662220709740e+00,-4.470576313268483370e-01
5.862237135303606239e-01,9.797951596081621028e-01,-3.758825081607067853e-01
-4.012179924077480919e+00,2.106071051880122003e+00,2.833625226050601853e+00
3.324494714165668330e-02,3.494310842124459970e+00,1.529787075502590188e+00
-2.846635709334877640e-01,-9.444307649915585634e-02,1.540531357459558048e-01
7.240533953423538005e-01,4.383715246213126249e-01,-4.099130665536070972e-01
-5.821568691199618950e-01,1.019781668962979726e+00,1.334054519012934925e-01
-1.204623909678124605e+00,1.479530818621495936e+00,8.093733429337159890e-01
-6.050540618097561829e-01,3.861617573581348495e+00,2.006374962859849287e+00
9.299062566510436084e-03,3.400816652911328175e-01,-9.153573475886858657e-02
-2.411733026871826502e-01,-1.452698266565696783e-01,-5.597190865405342608e-01
7.928771282310184132e-01,3.552107307982497186e-01,-1.005676308682198927e+00
-7.241165288229910457e-01,-4.968339790163326386e-01,-5.795019654887390015e-01
-3.366782623779309702e+00,-1.061605551566470185e+00,1.022861355201046436e-02
7.087841489901333114e-01,5.520017845664000333e-01,-5.104553724124479830e-01
-7.152177987289755068e-01,8.172529670830017690e-01,8.021499271752123572e-02
2.578014668752692251e-01,5.559100781245769340e-01,3.272429509384713886e-01
-2.709684789571054964e+00,6.319950402363906372e-01,1.382746682266536409e+00
-4.975796011508391570e-01,-9.362255261855521038e-01,1.410410562636280618e-01
6.529099133384934639e-01,1.799216843256884468e+00,-1.078852686633734598e-01
1.080400257820103738e+00,1.424029326119495398e+00,-8.431792504163563295e-01
-5.865228999082953143e-01,-3.204873892415177616e-01,-2.337571527498583934e-01
1.527776227625604832e+00,3.774506314857545064e+00,9.098235190055588284e-02
2.704193460266659521e+00,3.488114433252213598e+00,-1.102709191987686577e+00
7.554948940722940043e-02,-1.027786860433834576e-01,-6.973056655670389903e-01
3.149304193360852988e+00,4.931879307466785711e+00,-5.909054178303896343e-01
1.975446330117746896e-01,6.662249634561480116e-01,-5.802281937002842227e-01
-1.488888905098893378e+00,3.192059119258955913e-01,6.890365361798495014e-01
-1.108691794738897451e+00,2.892732999204743471e-01,5.202585853182523090e-01
-2.527173049523338211e+00,-3.465677054351634645e-01,5.302106535802700860e-01
-1.290734692139838602e+00,6.926678622781938799e-01,8.028696556001060358e-01
-3.077143126751095137e-01,-5.759660291529284937e-01,-7.561583072862294586e-01
-1.251895617010046813e+00,1.039765966774494205e-01,4.558039235444083515e-01
-1.554260256547020713e+00,-2.031896679524349339e-02,2.718844944314040002e-01
