speed,outreach_ratio,mean_acceleration,distance_traveled,cluster,is_male,id
2.669733592018128,0.08633452088020731,0.2819458170353255,15439.795209739234,2,0,MC_singlenuc23_1_Tk33_021220__0001_vid__1330
2.3060831250498244,0.027859698767995184,0.27233158493000326,19066.584148456575,8,0,MC_singlenuc23_1_Tk33_021220__0001_vid__1573
2.8845468887820194,0.032662399235211886,0.2693838480994586,12638.557458162413,2,0,MC_singlenuc23_1_Tk33_021220__0001_vid__1640
2.8670007793080847,0.08899387145669717,0.29519465030797976,7729.860738060603,0,0,MC_singlenuc23_1_Tk33_021220__0001_vid__1748
2.6460485496473325,0.0219368144858208,0.2681527339818777,10632.973318119115,4,0,MC_singlenuc23_1_Tk33_021220__0001_vid__2085
3.2178605174569945,0.010309639512222213,0.27869349963908335,10520.549838716408,4,0,MC_singlenuc23_1_Tk33_021220__0001_vid__2090
2.9306362289455827,0.010395003917642734,0.2757815658064893,7952.6734577155785,4,0,MC_singlenuc23_1_Tk33_021220__0001_vid__2095
2.079035490640858,0.09213129226593668,0.23978401487821446,20911.876328377264,8,0,MC_singlenuc23_1_Tk33_021220__0001_vid__2962
3.778883160261587,0.08454004629584431,0.2741459215946507,9792.687814084202,4,1,MC_singlenuc23_1_Tk33_021220__0002_vid__10717
2.5609592162207657,0.08332176634054735,0.21605617697644558,19636.17809528417,8,0,MC_singlenuc23_1_Tk33_021220__0002_vid__10749
3.0379864779794152,0.03154650453215,0.26493387208589725,16834.065242443427,8,1,MC_singlenuc23_1_Tk33_021220__0002_vid__10795
2.7249273992939314,0.03419839613314403,0.227580605288482,10678.945465046456,4,0,MC_singlenuc23_1_Tk33_021220__0002_vid__11688
2.752505436940637,0.06216038450120204,0.232412218578158,9039.845863730767,4,1,MC_singlenuc23_1_Tk33_021220__0002_vid__11808
4.0661406148697665,0.07483916182481648,0.3002368515788066,18495.202194401718,8,1,MC_singlenuc23_1_Tk33_021220__0002_vid__12384
1.2676211596626485,0.03903966600875952,0.19287192831696692,15425.354261150213,2,0,MC_singlenuc23_1_Tk33_021220__0002_vid__12696
2.28695841444242,0.016293787613107312,0.2072506048197105,12966.327062334869,4,0,MC_singlenuc23_1_Tk33_021220__0002_vid__12815
2.7669791026396,0.027456555966820766,0.2194332067290374,19846.812712337127,8,1,MC_singlenuc23_1_Tk33_021220__0002_vid__12826
2.947711495454133,0.0015365619800603218,0.25880539119053325,11502.117639222704,4,0,MC_singlenuc23_1_Tk33_021220__0002_vid__12837
2.9983375120570233,0.12052371715317252,0.21161467905065617,10008.802793896592,4,1,MC_singlenuc23_1_Tk33_021220__0002_vid__12986
2.0216965884108693,0.14349341906185895,0.21042354323331497,6137.929311795813,6,0,MC_singlenuc23_1_Tk33_021220__0002_vid__13039
2.015792757947724,0.08298823413308103,0.22674886675453668,18082.04004882611,8,0,MC_singlenuc23_1_Tk33_021220__0002_vid__8931
4.29906873322666,0.06415913571583522,0.4057548561216763,11865.650534601391,2,1,MC_singlenuc23_1_Tk33_021220__0002_vid__8981
2.4837571070358617,0.07565684846986917,0.2746689550327611,7722.162270265222,0,0,MC_singlenuc23_1_Tk33_021220__0003_vid__6154
3.2041038861122173,0.1108047690793202,0.344855386065868,9730.508466988726,7,0,MC_singlenuc23_1_Tk33_021220__0003_vid__6166
2.8626562976646213,0.0613216400137582,0.31072147324943084,8100.249312185992,7,0,MC_singlenuc23_1_Tk33_021220__0003_vid__6270
6.779169779563848,0.025886606941064507,0.42200676516851876,5424.2150618217365,3,0,MC_singlenuc23_8_Tk33_031720__0001_vid__2244
8.927620914007226,0.07661480105066376,0.7110142581573896,4744.522047772787,3,1,MC_singlenuc23_8_Tk33_031720__0001_vid__2340
5.527592088908636,0.04415362856341275,0.34443718388377176,3633.7687163336855,1,0,MC_singlenuc23_8_Tk33_031720__0001_vid__2344
5.1312006399303645,0.3743226732845489,0.32490494362979333,1953.8329741457192,1,0,MC_singlenuc23_8_Tk33_031720__0001_vid__2345
5.20596366632622,0.12829886614542543,0.4167297714399313,3496.82224575673,3,1,MC_singlenuc23_8_Tk33_031720__0001_vid__2460
3.6681178881654075,0.554083182448637,0.3446162856505799,1986.89462132976,1,0,MC_singlenuc23_8_Tk33_031720__0001_vid__2466
6.342921533906785,0.33843050720910484,0.599826192870155,3773.739927487437,3,1,MC_singlenuc23_8_Tk33_031720__0001_vid__2467
4.786052970796316,0.39371023467603006,0.46034910829158826,3580.5071379461283,3,1,MC_singlenuc23_8_Tk33_031720__0001_vid__2488
5.783099058263318,0.6289546385955507,0.41994116929319736,2406.9211455837176,1,0,MC_singlenuc23_8_Tk33_031720__0001_vid__2489
8.265304777986687,0.3231879374492889,0.44922197427235755,3891.8947306957825,1,0,MC_singlenuc23_8_Tk33_031720__0001_vid__2647
4.220434031155223,0.11222707109487322,0.32935501295262015,3581.6643834532883,3,0,MC_singlenuc23_8_Tk33_031720__0001_vid__277
4.875756730323399,0.24809062295133516,0.37047309360916014,3776.677444788393,3,0,MC_singlenuc23_8_Tk33_031720__0001_vid__2865
3.395226067014465,0.2358910078813183,0.268364511790471,3053.2874156756006,1,0,MC_singlenuc23_8_Tk33_031720__0001_vid__2866
5.244739212694062,0.39479518140720243,0.3237422087791939,3039.034217785778,1,0,MC_singlenuc23_8_Tk33_031720__0001_vid__2928
3.952062078650382,0.4147179645816816,0.40164616572080236,2674.7300099586273,1,0,MC_singlenuc23_8_Tk33_031720__0001_vid__2929
6.507560989593527,0.10812100436949983,0.5190441472744433,3945.989114189545,3,0,MC_singlenuc23_8_Tk33_031720__0001_vid__2931
5.565221895090943,0.05610801763909328,0.41416840051983533,5909.721802624659,3,0,MC_singlenuc23_8_Tk33_031720__0001_vid__2999
4.488214331451628,0.8339935663766296,0.3749405061086449,1751.6146990913508,1,0,MC_singlenuc23_8_Tk33_031720__0001_vid__3205
6.529783361924763,0.06957877033420123,0.5102432414501983,2832.0418566182375,3,0,MC_singlenuc23_8_Tk33_031720__0001_vid__3236
7.387823301028084,0.4082117808226567,0.46420483391795087,2828.6786709396188,1,0,MC_singlenuc23_8_Tk33_031720__0001_vid__493
3.275614306608901,0.23225580905703927,0.34064684166741743,2869.981472806941,3,0,MC_singlenuc23_8_Tk33_031720__0001_vid__494
7.122791794355674,0.182925179036844,0.5802131056544483,3903.8905891947506,3,1,MC_singlenuc23_8_Tk33_031720__0001_vid__495
5.294965118997337,0.4164503775156253,0.38411633213681967,2977.8084486280763,1,0,MC_singlenuc23_8_Tk33_031720__0001_vid__581
9.085833760343858,0.16799925309493718,0.892973802621049,4740.938434251085,3,1,MC_singlenuc23_8_Tk33_031720__0001_vid__808
4.61961791512303,0.2838991868117872,0.27023959654753044,2386.537318402715,1,0,MC_singlenuc24_4_Tk47_030320__0001_vid__299
4.735830763831865,0.24938855280932795,0.3841221572656931,4694.8526995966085,3,1,MC_singlenuc24_4_Tk47_030320__0001_vid__454
1.1775214598844403,0.1967875673783958,0.18237079568924242,823.230408679018,6,0,MC_singlenuc24_4_Tk47_030320__0001_vid__484
