track_id,xc,yc,u_dot,v_dot,s_dot,frame
1330,117.405638631583,104.372969709496,6.97385693773345,22.7963024833614,4094.32424385363,382058
1330,123.302194745339,123.913191506807,6.58570153898905,21.6231247887856,4154.14857709401,382059
1330,111.683188526589,400.633206133356,-0.382109370886953,28.7310779289749,1993.79009967644,382068
1330,821.635501972191,527.801237010619,5.46804632688616,-3.77873912894443,82.3357237846721,382158
1330,883.833486101972,309.388662640441,2.2655526915816,0.529649489697397,-4.42936266829546,383058
1330,881.564130169388,300.769480088362,1.67382349519391,-0.296109182032606,-0.290920714151021,383060
1330,881.776667378113,294.940773448688,1.54199206216831,-0.795238105603786,4.03282298636002,383061
1330,882.131329014532,288.173806603987,1.4348758365862,-1.33398370569945,7.63597926011749,383062
1330,886.134551359799,280.414394272347,1.66658183689626,-1.91366030391642,11.86982599666,383063
1330,889.889913651733,275.561864024864,1.85502329646058,-2.17879345388418,8.89758201059726,383064
1330,892.890939018582,271.827248565764,1.95841104230379,-2.31915352321456,8.14505751680306,383065
1330,891.030047575097,272.114963040834,1.61384877238989,-2.0839722674233,12.1873360756738,383066
1330,889.284736104436,273.928848234024,1.31079870430631,-1.73232308031986,16.6076992974199,383067
1330,823.444184078704,525.313590415789,5.13791304991466,-3.66226189861356,74.0296058141328,382159
1330,886.289013138152,275.659672011335,0.922281458612043,-1.41989175372282,24.4894192279359,383068
1330,884.461288156554,276.694963952542,0.674186822263616,-1.19839485209532,33.6144375545104,383069
1330,885.373354484151,275.172441976768,0.6956473645036,-1.22763631120749,39.0000228401473,383070
1330,887.329738896464,273.327745695499,0.809386043378699,-1.28330500588373,42.4540349064764,383071
1330,887.721468375838,273.974467551147,0.771706730395932,-1.10918566370577,46.3417604520106,383072
1330,886.865214671453,276.544845118034,0.624838619052211,-0.77723011325067,51.6881578332217,383073
1330,885.863797000479,279.184454269646,0.478124248866039,-0.468976473374652,53.2136705217716,383074
1330,882.853821337055,281.512997061932,0.163441756987712,-0.216595419009216,58.6895512508541,383075
1330,881.046772811148,285.020398684577,-0.014328034026209,0.119368773038759,65.3282106700235,383076
1330,880.357991485483,287.007240106509,-0.075174525756696,0.287844723110524,68.1438519657974,383077
1330,824.937241473985,523.5114061841,4.80908867815534,-3.49445309403936,75.5662925915709,382160
1330,880.424506711664,289.061384616553,-0.062391840244669,0.447193260231826,70.4626072107204,383078
1330,882.838000411955,288.023174653845,0.14992483768357,0.272890299049084,69.6304715731036,383080
1330,882.995673942455,287.12322436345,0.150623893910663,0.167081288830659,65.0736677847415,383081
1330,882.071515250709,286.447969272302,0.053661286535209,0.091089053024187,61.5298897600338,383082
1330,879.10476921823,287.166597246166,-0.218827840936729,0.147703116934682,65.1829211110898,383083
1330,874.063356115752,288.088723402045,-0.653902289937011,0.217568481399809,69.0563433620016,383084
1330,869.87714189725,289.738530213571,-0.972573413965232,0.346779323411406,71.0113629488435,383085
1330,868.640489355216,291.335857764435,-0.996397581897126,0.459598807464109,72.8946504438654,383086
1330,868.203072584191,291.929321323164,-0.945968557815106,0.471675552558013,71.8984503517396,383087
1330,825.993722485794,522.94423725806,4.47054334884573,-3.23036516618968,77.612159767703,382161
1330,867.742123485398,291.486360984928,-0.902212032539945,0.389160742628883,69.5229133378671,383088
1330,867.597347285281,291.304008038025,-0.833879186240118,0.337601052113521,67.6192359486211,383089
1330,867.897474264884,291.222834534578,-0.731573663162777,0.299820878382053,64.6096123929759,383090
1330,868.363783078086,290.85468836104,-0.623505473570048,0.2395595493845,63.1752078126721,383091
1330,870.195533553165,290.379788704677,-0.402002053499529,0.175103883301693,58.1835553546507,383092
1330,873.519609013616,287.907093738131,-0.065850169521023,-0.063769991017922,49.3254167974876,383093
1330,873.605123198722,287.424124764928,-0.070414089432757,-0.078064777673322,38.3978486993518,383095
1330,870.573918045779,289.732172149857,-0.337524875598472,0.13720076520379,40.1457939240402,383096
1330,827.875291393723,522.839060612917,4.23697637826513,-2.94842309529921,78.3191742267372,382162
1330,868.353539869722,292.487465458449,-0.470369546645638,0.349691223657032,42.7961405256985,383098
1330,867.959384062912,293.270146654885,-0.463493846358948,0.388753855754359,42.7846116218037,383099
1330,868.478297682481,293.228445914418,-0.374864954643709,0.349919955239543,39.3161638794538,383100
1330,867.709165871293,294.506694162136,-0.410434141307614,0.433670039154621,37.387156432259,383101
1330,867.103259884377,296.285537232425,-0.428068833264476,0.55502619640039,38.7584801348339,383102
1330,867.86683993348,297.924283111873,-0.320563013713237,0.652795073133904,42.0191864995711,383103
1330,869.801555765247,297.873799040077,-0.117100732006318,0.589348027642825,43.5336924349368,383104
1330,869.237784111486,294.24317577507,-0.157397604871753,0.208639012586461,46.8985343250925,383105
1330,867.069075214297,288.606324786465,-0.338850104893117,-0.318717830989961,48.2687971438511,383106
1330,867.232628670999,283.202336605794,-0.293525255070357,-0.777490683187804,40.5131226465656,383107
1330,871.550836957955,279.88460687631,0.132742518900484,-0.907686188500891,39.2250986088168,383109
1330,876.461239491967,281.277492651416,0.563763990964732,-0.700137741937649,37.7489259461998,383110
1330,882.232164413178,281.179785249323,1.03353332623168,-0.645788874275417,33.9836757084914,383111
1330,886.030267917324,280.83850716247,1.282941845034,-0.618317122949712,31.9140340034711,383112
1330,892.332137370475,275.179228568108,1.7357295191239,-1.07309260449401,21.8265404269869,383113
1330,896.96190822452,271.425072356625,1.996818410432,-1.31496749281332,17.5636650617426,383114
1330,899.638276128378,265.79416594999,2.05812466120548,-1.70433432471241,9.84439896034457,383115
1330,900.107587035826,267.86521590234,1.74078273963581,-1.2068436518303,6.83096272624687,383117
1330,828.249197096333,522.892493261302,3.52807632962544,-2.43345371138683,79.9889998949097,382164
1330,898.029508887233,270.472940463299,1.3962603088963,-0.862708489184622,12.0810343486648,383118
1330,897.188806227266,271.49730921094,1.19445041268281,-0.692463891213434,14.1864405348683,383119
1330,897.806146357815,271.585003467528,1.14238581985667,-0.622081128052269,13.9982522424154,383120
1330,898.982275204285,271.639860125335,1.14542998142464,-0.561010495141185,14.2116667297465,383121
1330,900.043940762264,272.333187664415,1.13787308851342,-0.447849109804779,15.1985841226755,383122
1330,901.716361587794,272.613059381517,1.18609785791282,-0.382197033040557,15.0640479653409,383123
1330,901.660158958378,273.386062618095,1.07402245214918,-0.277979462270522,16.6259188421089,383124
1330,900.522303159393,273.284679691433,0.794767220902895,-0.244364688908738,21.4067890005916,383126
1330,900.783334793452,273.666962823098,0.746615720459777,-0.187831016517735,22.3452028095515,383127
1330,827.351819768581,523.097652255762,3.12882951311775,-2.1954085742402,80.6497532710204,382165
1330,900.204746301082,274.472341054751,0.627061070527981,-0.098227630998441,22.9633157268052,383128
1330,899.635818540525,274.782921937376,0.519163718075995,-0.061346553906872,22.9074648885039,383129
1330,899.074288666392,275.556597765714,0.421667843214394,0.013985842132849,25.8544772606219,383130
1330,898.192280889503,276.8305542201,0.304055417237241,0.127655376242309,28.3366133303741,383131
1330,897.845387814897,277.312094953443,0.245329434998055,0.159581504739722,30.0542539755257,383132
1330,898.031282637745,277.163414437556,0.239967480832323,0.131771332083758,32.9704288541427,383133
1330,898.747241483297,277.755265664328,0.282909527370261,0.173277909121169,38.5479510237585,383134
1330,905.540308442502,278.954386058763,0.870230021244768,0.265825335419231,27.399471086581,383135
1330,908.42814119076,282.341250060644,1.05225010946526,0.547393022557509,10.5699999550084,383136
1330,907.534374390433,281.655628138876,0.876688208771717,0.436155321528322,-2.56771861749737,383137
1330,827.880976857486,522.598357227817,2.8942974132374,-2.04239196032262,76.8083777160243,382166
1330,901.292248045016,263.628611811936,0.145568160414194,-1.15890460342446,-34.9002712099017,383140
1330,903.110973416022,256.939280042873,0.296513744993939,-1.65783773188867,-45.9402635083937,383141
1330,906.406043517431,253.465443842399,0.567031565584275,-1.82166988627396,-54.3221704756051,383142
1330,909.275818583832,251.876216152398,0.774775919592181,-1.80069987641748,-61.3896801749605,383143
1330,910.158998755728,251.429556928731,0.696327353975564,-1.53163362563697,-69.7994186720702,383145
1330,907.031546794572,250.291033067518,0.351361202335612,-1.4961688272192,-72.1850278705871,383146
1330,903.868295500398,248.602048364282,0.034286850625891,-1.51356390816991,-76.2151808771382,383147
1330,827.004101138415,524.437483661988,2.55407718187449,-1.69221681856083,77.2777419098025,382167
1330,902.660535932846,247.030562652675,-0.077765634030238,-1.51878938275435,-80.272406113519,383148
1330,902.528336791214,246.810270941236,-0.082676408447331,-1.40164409070932,-83.7278740203815,383149
1330,905.419802507385,245.468280796746,0.185638857315966,-1.39626234909674,-88.4276240470858,383150
1330,906.189670378626,244.02511495202,0.238345673792644,-1.40049379580225,-92.3069107404408,383151
1330,906.148469530902,242.869734204162,0.213126099182226,-1.37838067213647,-95.018087654825,383152
1330,904.819647348784,242.150230553135,0.074017662007804,-1.31893940954152,-95.2113072294933,383153
1330,899.604315468913,246.040143449908,-0.370311509457921,-0.664553314094811,-91.1369412102892,383156
1330,896.795604195434,246.436145717584,-0.590294231636917,-0.56887421038827,-89.3794052791218,383157
1330,101.192706312989,423.838838335533,-1.47167800298938,28.1354971727067,1857.85087921868,382069
1330,826.255083845215,526.50278684426,2.25608514412022,-1.35322831841349,80.5631225772283,382168
1330,896.071226769043,245.953673497702,-0.602390683832938,-0.561079366674043,-89.8475425753933,383158
1330,897.121424657823,245.788948641209,-0.453300719911017,-0.525321840207693,-91.4174611892418,383159
1330,899.170034741639,245.7441937698,-0.22758828449597,-0.481967000880045,-93.9031459049139,383160
1330,902.897481238234,245.091244730002,0.12921921290226,-0.497392319943793,-97.3342968799755,383161
1330,904.314818964489,244.206204316896,0.24542813862368,-0.532364388117177,-98.1759386129833,383162
1330,899.297252499041,243.560070813072,-0.229378288484618,-0.542628184949181,-93.5603131772582,383163
1330,896.411298315508,243.659150911486,-0.469043992890687,-0.484735817544156,-90.7286105199674,383164
1330,895.326630468792,244.039855858526,-0.524583126875629,-0.406659196111138,-87.5240824282545,383165
1330,894.930950285369,244.525930763106,-0.512954016335112,-0.326120278518647,-84.370732981902,383166
